c_custkey,c_name,c_address,c_nationkey,c_phone,c_acctbal,c_mktsegment,c_comment
30162,Customer#000030162,IpoEDx857bCAYkLk1tUg a2PvCJ,19,29-713-624-6152,5505.71,FURNITURE,"latelets. final, regular pinto beans integrate quickly with "
30163,Customer#000030163,RAwBJe MT2ars,0,10-804-824-2312,554.51,MACHINERY,. regular packages sleep furiously. slyly regular requests boost carefully furiously final theodolites. requ
30164,Customer#000030164,",gpfdhDUO5HdUy0loQub476ked2",8,18-392-598-4239,568.76,MACHINERY,s across the excuses integrate carefully furiously final dependencies. regular deposits sleep furious
30165,Customer#000030165,1QPE4SvcL3WD0,9,19-329-300-3080,9050.90,FURNITURE, around the furiously final deposits affix above the foxes. thinly unusual request
30166,Customer#000030166,uVHmMXVGH0Iw02n5N8kgWpj,17,27-860-934-6402,8524.64,MACHINERY,"ular, bold packages use regular pinto beans. fluffily pending"
30167,Customer#000030167,"7Raglhd4g93WQ0qB,x",22,32-194-859-3520,7731.38,HOUSEHOLD,aggle carefully slyly even depths. furiously express ideas use furiously. foxes wake furiously
30168,Customer#000030168,bAIqTRoVSJNEh6t ZK5reklV2dGJO 9,23,33-459-829-2079,7367.61,MACHINERY,tect furiously. blithely ironic foxes according to the pinto beans haggle alongside of the speci
30169,Customer#000030169,aT6rAhg2GMZ2YssSulzSUDouwMcnobCDl,1,11-432-124-5948,9442.71,MACHINERY,t according to the pending theodolites! fluffily re
30170,Customer#000030170,"PrRy5MX,43",18,28-876-401-4238,4636.12,MACHINERY,r requests integrate along the regular packages. unusual accounts alongside of the carefully regular platel
30171,Customer#000030171,owlil0CCd2gNLs6oeofG3,1,11-799-236-5117,4336.21,MACHINERY,"ironic accounts unwind carefully alongside of the final, bold pinto beans. ideas cajole f"
30172,Customer#000030172,LrE8rDeQTWEuh,13,23-655-584-5894,1601.50,BUILDING,"re slyly special pearls. even, unusual courts are fluffi"
30173,Customer#000030173,8hcy0o6x3j8EdE0BJBY698k5sOE D,13,23-257-588-5295,8287.17,FURNITURE,atelets. accounts wake fluffily instructions. 
30174,Customer#000030174,"cY AEmH,bbLli3W7Bd5siGfQ",6,16-325-446-4129,9544.37,MACHINERY,nic pinto beans. bold ideas are furiously express deposits. quickly ironic instruc
30175,Customer#000030175,",P1PTFY0cCpF",10,20-796-894-1900,8329.80,BUILDING,ain always. unusual dolphins haggle above the grouches. slyly bold dolph
30176,Customer#000030176,kimLWcRwHl,7,17-573-706-9619,29.35,HOUSEHOLD,fily final asymptotes. bold packages affix slyly ca
30177,Customer#000030177,"2pcdC3BZLU3hU5IK0E1Cq3,TvZumRIz6uas",6,16-702-523-9464,7224.42,AUTOMOBILE,"accounts. even, ironic pinto beans against "
30178,Customer#000030178,"yfHyjdbvgWdURFBFdAQ01fz,RQUUYFay0MB2U6",8,18-372-933-9950,821.29,AUTOMOBILE,y slyly ironic theodolites. final packages boost against the iro
30179,Customer#000030179,BXe8EXH7dMVuCxHpE 7LF3MDkEMQFtgXW,4,14-602-499-7208,7402.44,MACHINERY," sleep carefully about the theodolites. finally slow courts across the ironic, regular requests are regular pinto "
30180,Customer#000030180,ioqApagtNKRgYv,6,16-692-584-9692,790.48,MACHINERY,"l accounts. silent, brave accounts about the asymptotes sleep after the furiously ironic requests. express sentim"
30181,Customer#000030181,QglE019NeBLLshPUM3oi9ix8HrdwsMB,12,22-119-475-5497,6555.56,BUILDING,otes use fluffily blithely special theodolites. blithely ironic pearls cajole furiously. fluffily permanent realms n
30182,Customer#000030182,ahJxG6KqY cp4TXCkL9DzpMLp,7,17-388-897-9930,1380.83,MACHINERY,the blithely pending accounts. carefully unusual requests wake regula
30183,Customer#000030183,65hzD Vfq5s8o,19,29-795-715-1577,6560.62,MACHINERY," carefully with the final, special depths. blithely bold packages cajole carefully. regu"
30184,Customer#000030184,kDUBsig6DGTUq2K2WhC Keyj7l 92rZVxu,13,23-183-531-5190,9455.45,FURNITURE, silent instructions cajole. excuses ag
30185,Customer#000030185,QlGu39lK7It4mubWKEQdL4 B46snbGEY,13,23-748-432-3573,9859.87,BUILDING,yly ironic foxes wake slowly among the theodolites. ironic deposits haggle furiously furiously regul
30186,Customer#000030186,"BX6ojk0f8ww,nsi3fzwp a15O8",7,17-738-250-1264,8987.07,AUTOMOBILE,"ts boost carefully slyly ironic requests. ironic, regular t"
30187,Customer#000030187,nNnW1GRCzeML4SHBHx3OCk56zbf vi3M8Av155x,20,30-933-834-8368,2749.67,HOUSEHOLD,"bold, unusual packages. carefully even packages haggle silently. "
30188,Customer#000030188,"FovcJMl16iHoU9GLs,XOfAkV",11,21-567-593-2175,713.39,MACHINERY,". bold, bold sentiments detect. special, regular requests believe blithely. unusual packages wake according to"
30189,Customer#000030189,7 k h1blkpYwX3FS2K8N5tnVjCMjA,2,12-337-511-5997,8939.65,AUTOMOBILE,"ronic deposits? packages haggle slyly final instructions. regular, ironic ideas c"
30190,Customer#000030190,"iJcyhmmaWGWZJqYnKbDSzH,yp9985QN0mtl",19,29-442-827-1374,8688.01,HOUSEHOLD,"deposits. ironic, close deposits haggle carefully u"
30191,Customer#000030191,"AWhJLVeNB9LMBhDA3iuCfSDn1F3,GBnjmXDJd",24,34-122-509-4562,3522.51,HOUSEHOLD,es wake. slyly regular requests haggle quickly above the slyly pending packages. fur
30192,Customer#000030192,"sfZD8vg6M,rXiyRK,RsDlvqJN Do",4,14-934-198-2972,9840.04,BUILDING,e after the final theodolites. ironic foxes along the express requests are about the blithely ironic packages. spec
30193,Customer#000030193,upKXAys63N78Jh,4,14-437-664-8414,5648.08,MACHINERY,"s print furiously ironic, regular packages. furiously reg"
30194,Customer#000030194,xgZSWmZwZC8ij5i,1,11-857-145-8752,6215.39,BUILDING,pending deposits integrate even deposits. 
30195,Customer#000030195,"dbHxUmNKnZMDb6evQXpU4f,Rd",6,16-796-597-3762,4063.63,BUILDING,long the final deposits are blithely across the blithely final requests. pending accounts 
30196,Customer#000030196,"pl4Lyfsc2YMt8hbo,X50xP jr",8,18-944-707-3571,7423.79,FURNITURE,unts wake slyly: slyly even pinto beans haggle
30197,Customer#000030197,qDxFarmTAAim7MZ9bF0kfei3UURnBdmbe3o,20,30-690-439-2306,7720.95,BUILDING, pinto beans detect carefully furiously ironic accounts. quickly special ide
30198,Customer#000030198,"kZDLzYT0oVlcFhTYebvANZ2,tHROCn,9tyn5EAmp",18,28-276-387-3117,8029.44,AUTOMOBILE,telets along the foxes nag bravely across the slyly final accounts. fluffily ironic asymptotes boost regu
30199,Customer#000030199,1BO6nJX2nXh9l78IsN1YlCfCwq,23,33-147-180-1971,896.06,FURNITURE, furiously unusual dependencies between the carefully ironic instructions nag 
30200,Customer#000030200,XjAmr5zjw792vIPlNFLk6g5PTC53fQHJQO2iC,5,15-556-461-2841,9977.45,HOUSEHOLD,its above the requests believe permanently fluffily regular excuses. deposits boost quickly about the theodol
30201,Customer#000030201,"xI,4dEc8SqOmJ93gJyHJY4tiOOh",21,31-142-642-3970,5143.21,HOUSEHOLD,"sits are carefully slyly ironic accounts; regular, even instructions cajole. ideas cajole car"
30202,Customer#000030202,FtkSC5fSuL,24,34-900-651-6931,1872.16,HOUSEHOLD,g the quickly even instructions wake carefully slyly ironic asymptotes-- blithely ironic dolph
30203,Customer#000030203,BvKf WSe1y9BXDM2D31Tzh3v,10,20-667-866-6244,3309.80,AUTOMOBILE,round the furiously final ideas wake carefully unusual
30204,Customer#000030204,"Ft1,wZ0ip6Cz",11,21-570-463-4347,9873.43,BUILDING,tes sleep furiously even packages. even theodolites use. unusu
30205,Customer#000030205,"qBLPFqaQ652UYN4t,7r 7wCffXBteetLq1T0X",21,31-938-257-1753,5820.20,BUILDING,lar packages hang. furiously final sentiments haggle carefully. slyly f
30206,Customer#000030206,kyANZJKlvmA0z70cJDVYK9SrMMSsLb,15,25-299-824-7496,6170.33,FURNITURE,l foxes. slyly express ideas boost sl
30207,Customer#000030207,"N7wTwlooWlvsr,s59k",12,22-987-598-2164,5779.20,FURNITURE,slyly express pinto beans. slyly even instructions wake carefully besides th
30208,Customer#000030208,leMBYUCE8gz7EFfThU,1,11-760-361-2836,-957.28,MACHINERY,furiously regular packages! busy
30209,Customer#000030209,"HZh,VzaAa04CLAqHZw0N7TIkAz,Drzr2",8,18-400-511-8146,1958.40,AUTOMOBILE, sleep blithely quickly special accounts. furiously even dependencies haggle among the 
30210,Customer#000030210,"XC6WYkUx8H87fYObInbmVdmZ3d,rXEoZKpZ3az5",1,11-516-631-9691,856.30,HOUSEHOLD,s sleep pending pinto beans. ideas according to the quickly final instructions hagg
30211,Customer#000030211,"SoZ7tG8Kgpr1baVvdyk5dc,zjMes",22,32-224-533-7885,1827.93,MACHINERY, instructions cajole slyly regular ideas. carefully regular packages affix ironically ironic deposits. slyly iron
30212,Customer#000030212,vTZESu0x0NAE1sA4YcQyjBPs1g7OTS,21,31-533-653-2821,7945.10,FURNITURE, the blithely regular requests. blithely regular packages sleep ironic excuse
30213,Customer#000030213,NkRXAKt8ueKTP0bEer0,6,16-866-886-4091,2393.14,AUTOMOBILE,blithely ironic platelets after the regular theod
30214,Customer#000030214,BOx WMOMEQEOgnJwHBZuM3,19,29-913-305-8454,3504.34,AUTOMOBILE,"ly among the ironic accounts. express, special pinto beans alongside o"
30215,Customer#000030215,WevoJP37NwFcUr7gNB9JQvjDsKeaos,7,17-437-689-7746,1445.02,FURNITURE,ilent deposits are requests. caref
30216,Customer#000030216,"BoSV,0zrBWG82cEqAN4nUVW,",16,26-724-535-1268,7470.98,HOUSEHOLD,ccounts according to the accoun
30217,Customer#000030217,f9flvQWZW1GodcKru7fKMu3PF6C1ZbW,3,13-530-539-4957,8812.47,HOUSEHOLD, ideas along the final deposits wake slyly special th
30218,Customer#000030218,"doA2lvyOAp6Hz1nB7f3qkZhS7J,Zg6Bidf",14,24-285-403-5353,5257.31,MACHINERY,onic excuses-- slyly special instructions integrate carefully around the even foxes.
30219,Customer#000030219,phVbGfeFO4IbZkq99NlUy9,1,11-834-585-1488,5550.23,MACHINERY,pinto beans after the bold escapades wake against the quickly regular orbits. regular packages serve carefully fluff
30220,Customer#000030220,"oCzwU1,RDkm3r,QTMapypHJt,Rk",20,30-246-340-3325,813.08,HOUSEHOLD,cuses grow slyly bold instruc
30221,Customer#000030221,oRlRYWgTz9Z2wcIVYDOIJxmbk,20,30-405-832-4469,1417.20,MACHINERY,eep above the slyly final deposits. re
30222,Customer#000030222,AfHqi2wIovkFQkivcUnuVrXHkx33OBqrf,13,23-941-805-3444,1908.37,HOUSEHOLD," express, regular pinto beans cajole against the even, daring deposits. carefully regular fox"
30223,Customer#000030223,D57kI3AlhXTGMUHYnTBTI1ouFh BSe 7XLGs,12,22-528-176-2610,6929.35,HOUSEHOLD,s alongside of the packages haggle doggedly carefully final theodolites. bold theodolites sleep slyly silent
30224,Customer#000030224,W8AUEDg98gSiESaxXlYq8N5ezykGg9rXq,2,12-668-377-2009,2589.76,HOUSEHOLD,"notornis. fluffily bold accounts detect. slyly unusual accounts affix. regular, express pains h"
30225,Customer#000030225,8OxnhdqSHU,24,34-171-354-8891,8090.82,BUILDING,"usly silent accounts wake unusual theodolites. ironic pinto beans sleep. ironic, regular ideas cajole sl"
30226,Customer#000030226,xce5QJnTiJq9qhwL9rE,24,34-108-467-9744,9424.59,MACHINERY,usly according to the carefully regular foxes. regular accounts wake furiously braids. bold
30227,Customer#000030227,tGH4xW94Mouk8VXE8Qu5XeJjzqLhigFm,2,12-757-580-3278,8122.83,MACHINERY,sts. furiously regular deposits are stealthily across the slyly fi
30228,Customer#000030228,47ftDRS4GlMGxc,14,24-364-627-5584,8469.40,FURNITURE,re blithely furiously pending dolphins. acco
30229,Customer#000030229,H9D Dte5HFFNjgu4GoYcKZiqcwWkJdnE,16,26-835-826-5092,3205.39,HOUSEHOLD,"ly after the pending, special requests. bold accounts nag ironic requests. regular pa"
30230,Customer#000030230,0K qt3yM I2szbklSk7BpOaTdq3XspMhx,12,22-327-600-1067,3922.01,MACHINERY,ronic braids nod slyly according to the slyly permanent deposits. slyly special accoun
30231,Customer#000030231,H Xu6PD4QDa0Uk9Xhm5dOSXtSAwwsqw7atP,20,30-658-923-7810,3293.32,BUILDING,nts. blithely ironic accounts cajole aft
30232,Customer#000030232,MYE12JfpO0oSHFTBL1,1,11-771-942-5564,7801.78,MACHINERY, instructions. carefully pending warthogs wake. deposits would run carefully. furiou
30233,Customer#000030233,"UNazvuCXCzIQyvL,a7RGZDoluOuMU",13,23-145-909-1370,2557.66,MACHINERY,"ly final deposits are furiously even foxes. final, final theodolites wake. deposits "
30234,Customer#000030234,"bkyG3Flr0u ,gb2O4wrs7 a4V",19,29-710-281-1468,7493.46,FURNITURE,haggle dolphins. carefully express pinto
30235,Customer#000030235,SpDnRMBuOSLUjFKs7wggP Y,10,20-712-850-7368,1664.86,FURNITURE,"riously even, regular packages. fluffily bold requests are furi"
30236,Customer#000030236,"y1PQGouYL0BGKvUxSuy,SR2oTTlkmN89XS2umZiL",18,28-392-356-2858,6220.03,MACHINERY," the final, bold ideas-- silent, even theodolites cajole blithely after t"
30237,Customer#000030237,rD2vUOU2H6d7kJo3jHzFz9W53564L8qmk36Fb4l,16,26-940-728-5844,5120.20,MACHINERY,ully bold instructions snooze
30238,Customer#000030238,"aT6YLWC2p,JQ1",0,10-581-856-8941,157.67,MACHINERY,"ic accounts sleep alongside of the final, final re"
30239,Customer#000030239,BYaZ9knOLAnfJ0Oo63K2XaYmh,2,12-135-621-2224,7848.05,HOUSEHOLD,ccounts cajole furiously regular accounts. quickly ironic asymptotes ought t
30240,Customer#000030240,"Q61qxf6AoSbT5Rn1Wu1Z ,rvScNeLwV",12,22-497-174-3722,-827.06,MACHINERY,regular requests poach according to the slyly express ideas. blithely unusual pinto
30241,Customer#000030241,E7x2Rg8r7fuYhABRpyf8eZHjDDq4,22,32-758-981-3598,1585.24,AUTOMOBILE,fter the foxes cajole quickly furiously special deposits. furiously final accounts haggle fu
30242,Customer#000030242,"jrrRhBTpsH3rshnZp,ZArOWX0PNTX16OzBsK",1,11-480-126-4284,-914.12,FURNITURE,sts. special requests sleep furiously along the quick
30243,Customer#000030243,Pup06JNDzi,19,29-584-292-1541,1269.59,FURNITURE, pending instructions. requests are furiously after the ironic asymptotes. blithely ironic ideas nag requests. b
30244,Customer#000030244,AeVJI5M9YUm8QfFNsx9zijcKpudq7T7M6PxmC9,1,11-934-943-3791,6886.10,HOUSEHOLD," carefully even accounts. pending, even requests use among the final packages. blithely "
30245,Customer#000030245,sNnnyhqYCCnPWKJltL5JLdzTEU,18,28-670-195-4859,1788.79,AUTOMOBILE,heodolites. carefully sly deposits cajole quickly. silently even deposits are quickly slyly bold depos
30246,Customer#000030246,ncHi4eJtj8hHiyKB2BqmzLKWxmRNV,18,28-956-649-8134,-814.64,MACHINERY," dogged instructions. ironic, unusual foxes kindle blithely across the silent reque"
30247,Customer#000030247,pICbJHr0EIRm LGplFrv8i,13,23-275-399-4353,1212.62,HOUSEHOLD,sits. fluffily even patterns boost quickly blithe
30248,Customer#000030248,"l,,beCYdhMgGGEw9OCcy30 Cw9g5vQWl",21,31-708-709-6647,6536.72,MACHINERY,y regular foxes. carefully final packages cajole alongside of the even requests? slyly expres
30249,Customer#000030249,uMaT9Xa1lY6dvBqDi cM1DmerSfznm7voE2qEf,5,15-858-597-1477,3742.44,MACHINERY,es. slyly special deposits affix across the fluffily even pin
30250,Customer#000030250,jtJrRFhd5GoZkx go7bH5ELZq7kNnnC,21,31-637-360-6705,-802.91,MACHINERY,alongside of the slyly regular packages. ideas h
30251,Customer#000030251,6qDjvBqrosN x7jpF02tw3WWVPVhheG7FTrPv1Y,16,26-477-819-4271,446.68,HOUSEHOLD,; carefully bold excuses haggle slowly. furiously regular packa
30252,Customer#000030252,Qh7fWyGq0ZlBruv5iIxL0XzVzpFwOCjmp68,8,18-154-549-4929,3274.04,BUILDING,s x-ray special instructions. quickly even attainments will have to use according to the pen
30253,Customer#000030253,xrD1L2jfwX3GehRTca,5,15-971-203-5034,2700.25,FURNITURE," the furiously regular theodolites. ironic, unusual accounts boost. acc"
30254,Customer#000030254,"vQ0JG,Nqt02X0DI",5,15-963-400-7066,6074.72,FURNITURE,ully fluffily bold deposits. carefully special theodolites nod slyly even ins
30255,Customer#000030255,D7ztYWEEM,5,15-575-244-9664,4805.49,HOUSEHOLD,"int against the even, final ideas. blithely even accounts hagg"
30256,Customer#000030256,iCZubfXWcPEG4hMtVt,15,25-275-768-9032,1899.71,AUTOMOBILE,nag fluffily slyly special decoys. blithely final deposits affix doggedly brave deposits. b
30257,Customer#000030257,EGj1sbiDnr WVjqkqHoAB,24,34-448-459-6130,4423.29,FURNITURE,daringly final packages haggle carefully
30258,Customer#000030258,QDlVzoUh8ICzKjpp7K,22,32-690-886-5854,2154.76,AUTOMOBILE,gular packages are blithely. furiously final accounts lose alongside 
30259,Customer#000030259,WENoINuuu9kExmy43At9zv5HRfdvmOU0atm,2,12-442-289-6263,974.19,AUTOMOBILE," enticing deposits nod slyly regular, pending excuses. st"
30260,Customer#000030260,vsfSIHG0U5BTeyZa0LNfdvS,12,22-775-295-6619,3202.75,HOUSEHOLD, the fluffily regular platelets. 
30261,Customer#000030261,MWAj2j2LeCulDDiVoqTG5Z1qGwAi,2,12-718-593-4469,3648.56,FURNITURE,"ously against the pending, quiet accounts. "
30262,Customer#000030262,uCTNDo42Natd9YohCDYwHxuP,2,12-990-661-6810,5418.84,FURNITURE,"nding foxes wake above the regularly express pinto beans. regular, unusual excuses haggle quickly across the blith"
30263,Customer#000030263,LCu42dKm5Bt63m8wSh8mjr,13,23-706-294-1012,3473.94,AUTOMOBILE,leep around the express ideas. pending foxes against the slyly regular braids cajole furiously about the accounts!
30264,Customer#000030264,yDqopcB6Vqedlqg,22,32-270-282-1526,7566.02,HOUSEHOLD,s wake slyly slyly special account
30265,Customer#000030265,VN6nSl8wUk5C,14,24-481-333-6680,74.89,AUTOMOBILE,ounts. brave requests use idly after the ironi
30266,Customer#000030266,v9bnP1kCLMqQTzlv dy3z9 pde,19,29-193-818-9027,2525.13,AUTOMOBILE,le carefully among the theodol
30267,Customer#000030267,IPhG8rBEl0WrEvlSvzVltT40FNr62C,19,29-263-899-7044,-245.06,AUTOMOBILE,ld dependencies are never about the carefully ironic instructions. blithely even accounts nag about 
30268,Customer#000030268,vLSoGmKvqZACc5R0wMPAaWdO,13,23-692-184-7459,4250.33,BUILDING,. final requests cajole quickly carefully pending forges. bold excuses detect quickly spec
30269,Customer#000030269,"LWmFKslyHslwDHO h11epuEQI,hGuzAUXScF",18,28-652-354-7393,-759.00,FURNITURE,onic foxes. carefully express accounts beneath the slyly dogged accounts nag caref
30270,Customer#000030270,oQPXbR6GmihMgi0E,21,31-825-474-1966,1458.12,AUTOMOBILE,al theodolites promise carefully slyly regular excuses. busily bold 
30271,Customer#000030271,"HFf3zrdi7EwZ1,S4Q3w9EYxd2WnZhKnxUipkc ,",18,28-255-653-5257,7644.16,MACHINERY,ssly regular dependencies along the sly pinto beans wake
30272,Customer#000030272,zte1PLULXIe7deLbdylyz3J95BzztW,12,22-823-922-8086,4464.52,HOUSEHOLD,fully. carefully bold pinto beans according to the fluffily even packages are ev
30273,Customer#000030273,3hkBw7C5kJ,4,14-619-336-3960,2192.50,AUTOMOBILE,y unusual sheaves sleep. carefully final de
30274,Customer#000030274,gZrT8bIVU6i2ICPOsNzPyEGlTJOFURzoSokB,17,27-820-340-7257,8257.78,BUILDING,uffily sly theodolites. quickly regular deposits sleep sl
30275,Customer#000030275,OyDJ5y78ppxyLyl,8,18-333-236-4199,-391.41,BUILDING,usly regular dependencies sleep slyly slyly ironic packages. special requests amo
30276,Customer#000030276,d9 fWSCFsPQ49YjEsfqtJ8Cemmix7nfTkRS8nU r,8,18-830-781-8121,8512.80,HOUSEHOLD,fluffily quickly enticing accounts. bold packages use blithely furiously ironic requests. r
30277,Customer#000030277,22rRd2MJPelv,5,15-775-751-5796,6636.75,FURNITURE,ions. packages haggle slyly. blithely regular platelets haggle carefully carefully final instr
30278,Customer#000030278,Ye7f17MzPCnLNsr2tTkBz3fQQu7H4K,3,13-389-849-3105,1888.85,MACHINERY,ggle fluffily above the express theodolites. furiously unusual
30279,Customer#000030279,"KkcnL yoAqcfrff,LIUr2znxhT2KJhVto48jPh",18,28-213-465-5072,8920.44,BUILDING,quests about the bold platelets cajole slyly never slow pinto beans. blithely un
30280,Customer#000030280,xHdurb3 urNNWcS8j,21,31-177-209-5444,4945.33,HOUSEHOLD,ding theodolites wake! fluffily regular accounts according to the asymptotes are slyly above the forge
30281,Customer#000030281,hnOnu4EvMXQioHEfGQv58TF8HQgROoBVUJnzZ8Gu,12,22-337-254-4762,9156.50,FURNITURE,"into beans. even, final pinto beans was fluffily around the blith"
30282,Customer#000030282,"f6vSRqVt7AIak0ct13LBAKKEjh,OTSrQDsDQ",14,24-473-551-1295,1370.54,MACHINERY,ld instructions are fluffily after the furiously bold asymptotes. quietly ironi
30283,Customer#000030283,"OR3ZEAqDBDzVq,TYJ4Qm",10,20-803-808-9832,9553.43,AUTOMOBILE,"xpress, bold depths atop the b"
30284,Customer#000030284,fC5M7utZTG28,10,20-372-395-1501,6597.47,BUILDING,"hless sauternes. regular theodolites sleep slyly above the pending, regular requests. final deposits"
30285,Customer#000030285,"y3gHcaEbHTOJyAql6J3UgzYZ,JZOlK",17,27-969-644-9366,1667.96,HOUSEHOLD,"are carefully ironic accounts. even, silent requests haggle. furiously silent theo"
30286,Customer#000030286,NcEG5QBpg8XQxPauNpzDTLh9Egj,8,18-678-447-6193,3314.77,MACHINERY,ay permanently. final platelets cajole about the f
30287,Customer#000030287,vbOzBq2al35VUZDy40pvxRyxusfp7WLPyQi,5,15-426-208-4746,5283.25,AUTOMOBILE,"grate carefully idly regular sheaves. final, unusual deposits about th"
30288,Customer#000030288,vE8KomW482u,8,18-838-327-5212,1664.24,BUILDING,excuses affix quickly express excuses. special deposits cajole 
30289,Customer#000030289,"4MbgZSd12cVWsdB94QEmn,eJ",17,27-145-749-7692,6849.02,FURNITURE," haggle carefully even, regular requests. furiously ironic ideas cajole"
30290,Customer#000030290,aVuSTu9VlNZ5apnb6yEfxf,15,25-312-578-1045,5530.23,MACHINERY," quickly regular, ironic platelets. deposits are furiously. bold accounts dazzle furiously. specia"
30291,Customer#000030291,kcA1Azt1e2AjP,11,21-421-970-7124,5587.82,HOUSEHOLD,gular deposits across the furiously pending requests affix quickly regular accounts. theodolites boost carefully 
30292,Customer#000030292,T9Y5LcIEZGg1pVhUJj0YBPZYr,8,18-563-899-7871,5588.18,AUTOMOBILE,"p above the bold, even ideas. slyly final foxes are. furiously thin requests boost quickly across the regular, "
30293,Customer#000030293,9V4wnqZZDDDFOM,10,20-370-726-7227,594.26,FURNITURE,tions across the foxes nag fluffily at the quickly silent theodolites. furiously e
30294,Customer#000030294,"0x,xG1tNJG",17,27-962-975-5301,8665.94,BUILDING,t accounts sleep blithely after the regular a
30295,Customer#000030295,u0z0NiBdEI,5,15-957-426-7035,6524.27,MACHINERY,ges. regular sheaves affix ideas. regular accounts cajole. excuses 
30296,Customer#000030296,amRU8MCLJfyeny0y0C10bqTFBs7u37flMp,7,17-549-407-5851,3515.27,FURNITURE,the unusual requests. regular requests wake blithely regular requests. packages sleep slyly. quickly
30297,Customer#000030297,DNMiYytzheqysSzQscC,10,20-473-644-3043,9084.76,MACHINERY,s. deposits haggle among the furiously silent packages. ironic deposits above the quickly express ideas m
30298,Customer#000030298,"LcM4bG 9khsTWt2y,to",9,19-714-667-9861,5648.74,BUILDING,"s are-- furiously final asymptotes promise quickly regular, regular excuses. special requests sleep furiou"
30299,Customer#000030299,"w 18pL,mka8DYyDtpMAQl",12,22-155-607-2873,6392.89,AUTOMOBILE,ress deposits cajole! slyly regular packages nag blithely at the furiously regular depos
30300,Customer#000030300,"nzNZRenxdzbvlPOqAFRP,S4E,nY7,",2,12-829-636-1189,6359.59,FURNITURE,"packages boost about the ironic foxes. regular theodolites sleep blithely regular, ironic deposits. final instructi"
30301,Customer#000030301,fVyIcWfEFcEAi,5,15-665-849-4382,7610.87,AUTOMOBILE, according to the dolphins. special packages wake furiously ironic accounts. carefu
30302,Customer#000030302,"yq68v,fuc8COOr3d7N1XNu1fTf9TdMPz0jOE",21,31-280-719-8648,5959.61,AUTOMOBILE," packages. final, final accounts haggle carefully quickly final requests. stealthily enticing"
30303,Customer#000030303,pcAiJChmAh,2,12-381-284-7444,6206.41,HOUSEHOLD,metimes ironic deposits. quickly final accounts cajole furiously sly
30304,Customer#000030304,eALWh2xXi 5o3iGzuCPhBq5Gg4g9ryMdoq6J8,16,26-266-219-8304,7121.58,AUTOMOBILE, accounts. regular accounts doze.
30305,Customer#000030305,PpY0Zkv3YIbojvXdBJp0ttLr PJ3jQK3VT,5,15-199-456-1306,-607.33,HOUSEHOLD,ide of the blithely ironic deposits. blithely regular instructions doubt furiously according to the furiously ev
30306,Customer#000030306,udqFaSj597TrwhyReQsz29,5,15-840-311-2944,9548.86,HOUSEHOLD,. ironic pinto beans haggle fluffily unusual deposits! furiously even instructions haggle quickly alongside of the
30307,Customer#000030307,TuFoMRyfX3In5m1ABfseToq5rpeUkFNqM,9,19-110-602-6241,6809.52,HOUSEHOLD,. furiously regular dinos detect blithely about the quickly unusual deposits. slyly even fo
30308,Customer#000030308,rDpSn8T4HlMyGPEo4Rm9e7Ogew7GutoqWc,21,31-532-521-2759,1683.40,FURNITURE, regular packages. unusual tithes use bli
30309,Customer#000030309,XQZEHUS5R45tk0pLTsWyk6T,24,34-458-711-9943,9787.97,AUTOMOBILE,arefully according to the packages. unusual instructions nag blith
30310,Customer#000030310,HVf7coeW 3n1TXlLDGrALupw8,21,31-811-989-6681,-508.45,MACHINERY,ully final pinto beans along the instructions nag against the ironic deposits. ideas
30311,Customer#000030311,38inwD7Xo2,16,26-497-906-8041,-586.83,AUTOMOBILE,"thes haggle among the sly, bol"
30312,Customer#000030312,yg5wrz2Q46cWG4uJ63GwummX82HyhwQXlHuZY,24,34-132-906-7292,2148.88,AUTOMOBILE,"ic pinto beans are blithely. even, final accounts nag ab"
30313,Customer#000030313,MKo26YQALsAqTxsvu8B5MzUWw9p,19,29-694-134-6693,1147.97,MACHINERY,according to the quickly express requests cajole bo
30314,Customer#000030314,iC2AUwnnhJQHpfirP9BaU,8,18-575-981-1236,8829.02,FURNITURE,ly regular requests. bold accounts hagg
30315,Customer#000030315,m54Yj3VlW8RTXQnyqN8pH3iKiYV4KZABlQ,19,29-263-230-3267,8339.39,HOUSEHOLD,ual packages besides the ironic deposit
30316,Customer#000030316,p3ADrlcqqYcmpkyrHgcqUo0P9 M6iT7l1M,18,28-885-580-4378,7262.00,HOUSEHOLD,lets are after the blithely regu
30317,Customer#000030317,OX58D74wiAbgkytIJvPu3 uTG BbyXyIUkPu,11,21-712-670-5316,5426.28,HOUSEHOLD,"final gifts boost final, final acc"
30318,Customer#000030318,PKa9x5ZeAJkKfZOxkhnvazx5oe5mI,8,18-195-401-6451,7474.13,FURNITURE,quickly unusual packages-- carefully final instructions wake blithely about the blithely regular foxes. requests 
30319,Customer#000030319,"XzOlodgxn6Hf ta,YhpqXqEY 6bw",6,16-796-983-1307,6710.77,BUILDING, fluffily ironic requests after the qu
30320,Customer#000030320,KXmz6N AvKC t4gsrSM3xq4js,5,15-490-733-4207,2931.23,AUTOMOBILE,y idly pending accounts. furiously regular courts nag furiously among the ironic pinto beans. carefully ironic req
30321,Customer#000030321,"cM91r9SgHbbMZ,kvCxXISo7wMuNePDJPBnHM",1,11-417-353-9866,5077.66,HOUSEHOLD, haggle blithely furiously final pinto beans. slyly silent deposits wake furiously sly
